ticket_id,short_description,description,category,assignment_group,resolution
INC1025584,Slack is missing a feature after update,James reported that Slack on macOS Sonoma no longer displays a previously available menu option after the last update. This is impacting their ability to complete daily tasks. Issue started on 2025-11-02.,Software,Service Desk,Confirmed the feature was moved in the latest Slack update and guided the user to its new location; issue resolved via user education. User confirmed resolution. Time to resolve: 4 hours.
INC1025585,LoggingDB backup failure,Melissa Moore scheduled nightly backup job for LoggingDB failed to complete. Reported on 2026-01-07. Impact assessed as affecting downstream reporting.,Database,Database Administration,"Identified insufficient disk space on the backup volume for LoggingDB, freed up space, and re-ran the backup successfully. Time to resolve: 1 hour."
INC1025586,Azure SQL Database: cost anomaly,Andrea Taylor noticed an unexpected spike in billing associated with a Azure SQL Database. Submitted on 2025-01-31.,Cloud Services,Cloud Infrastructure,"Identified an unintended auto-scaling misconfiguration on the Azure SQL Database, corrected scaling rules, and confirmed costs normalized. Time to resolve: next business day."
INC1025587,Tablet won't connect to docking station,Robert at Bengaluru Office reported that their tablet (asset tag AST-59321) is not detected when connected to the docking station. Issue first observed on 2025-11-16. Requesting hardware support to resolve.,Hardware,Desktop Support,Updated docking station firmware and drivers for tablet (asset AST-59321); connection restored. Verified with Robert that the issue is resolved. Estimated resolution time: 3 business days.
INC1025588,SAP ERP license activation error,Jennifer reported that SAP ERP on macOS Ventura shows a licensing error (0x248EDE) preventing use of premium features. This is impacting their ability to complete daily tasks. Issue started on 2025-10-19.,Software,Application Support,Reassigned an available SAP ERP license to the user's account and re-activated the software successfully. User confirmed resolution. Time to resolve: 30 minutes.
INC1025589,SalesReportingDB backup failure,Brittany Schmidt scheduled nightly backup job for SalesReportingDB failed to complete. Reported on 2025-08-08. Impact assessed as affecting downstream reporting.,Database,Database Administration,"Identified insufficient disk space on the backup volume for SalesReportingDB, freed up space, and re-ran the backup successfully. Time to resolve: 1 business day."
INC1025590,Email issue: distribution list issue,Amber reported that they are is not receiving emails sent to a distribution list they should be a member of. First noticed on 2026-05-11.,Email,Email Administration,Added user to the correct distribution list and verified group membership synced correctly. Confirmed with Amber that the issue is resolved. Time to resolve: 1 hour.
INC1025591,Telephony: call quality issues,Tyler at Sydney Office reported that their phone reports frequent call drops and static during calls. Reported on 2024-12-15.,Telephony,Desktop Support,Identified network congestion on the VoIP VLAN and applied QoS prioritization; call quality confirmed improved. Time to resolve: 15 minutes.
INC1025592,Network switch is intermittent,Jeremiah at New York HQ (IP 10.244.63.254) experiencing intermittent drops in network switch every few minutes. Reported on 2025-03-23. Business impact: unable to access internal resources reliably.,Network,Network Operations,Replaced a faulty network cable and updated firmware on the access point serving network switch; connection now stable. Confirmed resolution with Jeremiah. Total time to resolve: 2 hours.
INC1025593,Jira account locked out,Kenneth Peterson account is locked out after multiple failed login attempts to Jira. Request submitted on 2026-09-08 with approval workflow initiated.,Access Management,Identity & Access Management,Verified user identity and unlocked the account for Jira; advised user to reset password via self-service portal. Estimated resolution time: 3 business days.
INC1025594,OrdersDB performance degradation,Jessica Skinner reports that queries against OrdersDB are running significantly slower than usual. Reported on 2026-08-18. Impact assessed as affecting downstream reporting.,Database,Database Administration,Identified missing indexes on frequently queried tables in OrdersDB and rebuilt them; query performance improved by over 60%. Time to resolve: 1 hour.
INC1025595,LoggingDB data discrepancy,Travis Hutchinson noticed inconsistent record counts between LoggingDB and the reporting dashboard. Reported on 2025-08-20. Impact assessed as affecting downstream reporting.,Database,Database Administration,Traced the discrepancy to a failed ETL job for LoggingDB and re-ran the job successfully; data now reconciled. Time to resolve: 2 hours.
INC1025596,Oracle Financials access revocation,Jonathan Wagner has changed roles and no longer requires access to Oracle Financials. Request submitted on 2026-06-03 with approval workflow initiated.,Access Management,Service Desk,Revoked Oracle Financials access in accordance with least-privilege policy and updated access records. Estimated resolution time: 15 minutes.
INC1025597,Telephony: call quality issues,Allison at Austin Office reported that their phone reports frequent call drops and static during calls. Reported on 2025-06-29.,Telephony,Desktop Support,Identified network congestion on the VoIP VLAN and applied QoS prioritization; call quality confirmed improved. Time to resolve: 4 hours.
INC1025598,ProdDB01 data discrepancy,Michael Sanchez noticed inconsistent record counts between ProdDB01 and the reporting dashboard. Reported on 2026-04-21. Impact assessed as affecting downstream reporting.,Database,Database Administration,Traced the discrepancy to a failed ETL job for ProdDB01 and re-ran the job successfully; data now reconciled. Time to resolve: 1 hour.
INC1025599,Firewall rule configuration request,Brett at Singapore Office (IP 172.24.170.151) requesting a configuration change to firewall rule. Reported on 2025-06-26. Business impact: unable to access internal resources reliably.,Network,Network Operations,Applied the requested configuration change to firewall rule and validated connectivity with the requester. Confirmed resolution with Brett. Total time to resolve: 3 business days.
INC1025600,AWS Lambda function: provisioning request,Amanda Anderson requesting provisioning of a new AWS Lambda function for an upcoming project. Submitted on 2026-06-07.,Cloud Services,Application Support,Provisioned the requested AWS Lambda function according to standard sizing guidelines and shared access details with Amanda Anderson. Time to resolve: 30 minutes.
INC1025601,Wi-fi connectivity connectivity is down,Dominique at Bengaluru Office (IP 172.29.74.163) reports complete loss of connectivity affecting Wi-Fi connectivity. Reported on 2025-08-24. Business impact: unable to access internal resources reliably.,Network,Network Operations,Identified a misconfigured route on the core switch affecting Wi-Fi connectivity; corrected configuration and restored connectivity. Confirmed resolution with Dominique. Total time to resolve: next business day.
INC1025602,AWS S3 bucket: provisioning request,Anthony Nichols requesting provisioning of a new AWS S3 bucket for an upcoming project. Submitted on 2025-04-17.,Cloud Services,Application Support,Provisioned the requested AWS S3 bucket according to standard sizing guidelines and shared access details with Anthony Nichols. Time to resolve: next business day.
INC1025603,Barcode scanner screen is flickering,"Jennifer at Berlin Office reported that their barcode scanner (asset tag AST-14320) display flickers intermittently, especially under load. Issue first observed on 2026-04-01. Requesting hardware support to resolve.",Hardware,Desktop Support,Reseated display cable and updated graphics driver on barcode scanner (asset AST-14320); flickering resolved. Verified with Jennifer that the issue is resolved. Estimated resolution time: 4 hours.
INC1025604,Firewall rule is intermittent,Alexander at Toronto Office (IP 192.168.15.134) experiencing intermittent drops in firewall rule every few minutes. Reported on 2026-04-11. Business impact: unable to access internal resources reliably.,Network,Infrastructure Team,Replaced a faulty network cable and updated firmware on the access point serving firewall rule; connection now stable. Confirmed resolution with Alexander. Total time to resolve: next business day.
INC1025605,Citrix Workspace won't install,Levi reported that Citrix Workspace on Ubuntu 22.04 installation fails partway through with error code 0xD9ACC3. This is impacting their ability to complete daily tasks. Issue started on 2026-08-08.,Software,Service Desk,"Downloaded latest installer package for Citrix Workspace, ran as administrator, and completed a clean installation. User confirmed resolution. Time to resolve: 3 business days."
INC1025606,Power BI license activation error,Nicholas reported that Power BI on Ubuntu 22.04 shows a licensing error (0xD0B0DD) preventing use of premium features. This is impacting their ability to complete daily tasks. Issue started on 2026-02-23.,Software,Application Support,Reassigned an available Power BI license to the user's account and re-activated the software successfully. User confirmed resolution. Time to resolve: 1 hour.
INC1025607,Expired ssl certificate reported by user,Paul reported a expired SSL certificate via the security hotline. Reported/detected on 2025-07-30.,Security,Security Operations,"Analyzed the reported expired SSL certificate, removed the associated malicious email from all mailboxes, and issued a security awareness reminder to staff. Incident closed after confirming no further malicious activity. Time to resolve: 30 minutes."
INC1025608,Desktop won't connect to docking station,David at Toronto Office reported that their desktop (asset tag AST-57228) is not detected when connected to the docking station. Issue first observed on 2025-01-18. Requesting hardware support to resolve.,Hardware,Desktop Support,Updated docking station firmware and drivers for desktop (asset AST-57228); connection restored. Verified with David that the issue is resolved. Estimated resolution time: 1 hour.
INC1025609,SAP ERP crashes on startup,Dakota reported that SAP ERP on macOS Sonoma crashes immediately with error code 0xDF25E4 every time it is launched. This is impacting their ability to complete daily tasks. Issue started on 2025-12-08.,Software,Service Desk,Cleared corrupted application cache and reinstalled SAP ERP on macOS Sonoma; application now launches without errors. User confirmed resolution. Time to resolve: next business day.
INC1025610,OrdersDB performance degradation,Matthew Graham reports that queries against OrdersDB are running significantly slower than usual. Reported on 2024-11-01. Impact assessed as affecting downstream reporting.,Database,Database Administration,Identified missing indexes on frequently queried tables in OrdersDB and rebuilt them; query performance improved by over 60%. Time to resolve: 15 minutes.
INC1025611,Microsoft Teams account locked out,Steven Wright account is locked out after multiple failed login attempts to Microsoft Teams. Request submitted on 2025-07-11 with approval workflow initiated.,Access Management,Service Desk,Verified user identity and unlocked the account for Microsoft Teams; advised user to reset password via self-service portal. Estimated resolution time: 1 hour.
INC1025612,HR_DB access request to database,Nicole Bennett requires read access to HR_DB for a reporting project. Reported on 2025-07-12. Impact assessed as affecting downstream reporting.,Database,Database Administration,Granted read-only access to HR_DB following DBA and data owner approval. Time to resolve: 15 minutes.
INC1025613,External hard drive won't power on,Catherine at Toronto Office reported that their external hard drive (asset tag AST-26674) does not power on when the power button is pressed. Issue first observed on 2025-02-05. Requesting hardware support to resolve.,Hardware,Field Services,Replaced faulty power supply unit on external hard drive (asset AST-26674) and confirmed device powers on normally. Verified with Catherine that the issue is resolved. Estimated resolution time: next business day.
INC1025614,Malware detection alert reported by user,Ashley reported a malware detection alert via the security hotline. Reported/detected on 2025-07-20.,Security,Security Operations,"Analyzed the reported malware detection alert, removed the associated malicious email from all mailboxes, and issued a security awareness reminder to staff. Incident closed after confirming no further malicious activity. Time to resolve: 3 business days."
INC1025615,SAP ERP won't save files,Michael reported that SAP ERP on Windows 11 returns an error and fails to save documents to the shared drive. This is impacting their ability to complete daily tasks. Issue started on 2025-05-25.,Software,Service Desk,Corrected file permissions on the shared drive and cleared local SAP ERP cache; file saving now works as expected. User confirmed resolution. Time to resolve: 2 hours.
INC1025616,Azure VM: outage,Chloe Pena reports that the Azure VM is unreachable and services depending on it are down. Submitted on 2026-03-12.,Cloud Services,Application Support,"Identified the Azure VM had exceeded its resource quota, increased allocated resources, and restored service. Time to resolve: 4 hours."
INC1025617,Email issue: distribution list issue,Manuel reported that they are is not receiving emails sent to a distribution list they should be a member of. First noticed on 2025-11-26.,Email,Service Desk,Added user to the correct distribution list and verified group membership synced correctly. Confirmed with Manuel that the issue is resolved. Time to resolve: 30 minutes.
INC1025618,AnalyticsDB data discrepancy,Lisa Snyder noticed inconsistent record counts between AnalyticsDB and the reporting dashboard. Reported on 2026-06-17. Impact assessed as affecting downstream reporting.,Database,Database Administration,Traced the discrepancy to a failed ETL job for AnalyticsDB and re-ran the job successfully; data now reconciled. Time to resolve: 3 business days.
INC1025619,Network printer is intermittent,Jennifer at Berlin Office (IP 172.28.191.245) experiencing intermittent drops in network printer every few minutes. Reported on 2025-10-10. Business impact: unable to access internal resources reliably.,Network,Network Operations,Replaced a faulty network cable and updated firmware on the access point serving network printer; connection now stable. Confirmed resolution with Jennifer. Total time to resolve: 1 business day.
INC1025620,Azure VM: provisioning request,Sarah Holloway requesting provisioning of a new Azure VM for an upcoming project. Submitted on 2025-03-09.,Cloud Services,Application Support,Provisioned the requested Azure VM according to standard sizing guidelines and shared access details with Sarah Holloway. Time to resolve: 1 business day.
INC1025621,Printer-Canon-imageRUNNER-20: not printing,Connor reported that jobs sent to Printer-Canon-imageRUNNER-20 at Chicago Office are queued but never print. Issue reported on 2026-04-05.,Printing,Desktop Support,Restarted the print spooler service and reinstalled the driver for Printer-Canon-imageRUNNER-20; print jobs now complete successfully. Time to resolve: 1 business day.
INC1025622,Unauthorized access attempt reported by user,Matthew reported a unauthorized access attempt via the security hotline. Reported/detected on 2026-06-15.,Security,Security Operations,"Analyzed the reported unauthorized access attempt, removed the associated malicious email from all mailboxes, and issued a security awareness reminder to staff. Incident closed after confirming no further malicious activity. Time to resolve: 2 hours."
INC1025623,Azure SQL Database: cost anomaly,Emily Lane noticed an unexpected spike in billing associated with a Azure SQL Database. Submitted on 2025-10-20.,Cloud Services,Cloud Infrastructure,"Identified an unintended auto-scaling misconfiguration on the Azure SQL Database, corrected scaling rules, and confirmed costs normalized. Time to resolve: next business day."
INC1025624,GCP Cloud Storage bucket: outage,Kristen Larsen reports that the GCP Cloud Storage bucket is unreachable and services depending on it are down. Submitted on 2024-10-12.,Cloud Services,Cloud Infrastructure,"Identified the GCP Cloud Storage bucket had exceeded its resource quota, increased allocated resources, and restored service. Time to resolve: 1 business day."
INC1025625,Printer-Xerox-WorkCentre-4: poor print quality,John reported that documents printed on Printer-Xerox-WorkCentre-4 at Sydney Office show faded or streaked output. Issue reported on 2026-08-18.,Printing,Field Services,Replaced toner cartridge and cleaned print heads on Printer-Xerox-WorkCentre-4; print quality restored to normal. Time to resolve: 2 hours.
INC1025626,ProdDB01 password reset,Nancy Green is unable to log in and has requested a password reset for ProdDB01. Request submitted on 2025-12-09 with approval workflow initiated.,Access Management,Service Desk,Reset password for ProdDB01 account and sent temporary credentials securely to the user; user confirmed successful login. Estimated resolution time: 1 hour.
INC1025627,Salesforce access request,Dr. Bailey Roman requires access to Salesforce to perform their job duties. Request submitted on 2025-06-18 with approval workflow initiated.,Access Management,Identity & Access Management,Access to Salesforce was granted following manager approval from Nicole Palmer; role-based permissions applied. Estimated resolution time: 30 minutes.
INC1025628,Oracle Financials permission elevation,Sherry Dixon requires elevated permissions in Oracle Financials to complete a new project. Request submitted on 2026-06-28 with approval workflow initiated.,Access Management,Service Desk,"Elevated permissions were granted in Oracle Financials with manager approval from Elaine Christian, with a scheduled review in 90 days. Estimated resolution time: 15 minutes."
INC1025629,Ransomware alert detected,Security monitoring system flagged a ransomware alert originating from IP 192.168.5.65 associated with Julie's account. Reported/detected on 2025-01-07.,Security,Security Operations,"Investigated the ransomware alert, confirmed it was a false positive triggered by a new device login, and whitelisted the device after verification. Incident closed after confirming no further malicious activity. Time to resolve: 2 hours."
INC1025630,Printer-Brother-MFC-11: poor print quality,Benjamin reported that documents printed on Printer-Brother-MFC-11 at Bengaluru Office show faded or streaked output. Issue reported on 2025-10-05.,Printing,Desktop Support,Replaced toner cartridge and cleaned print heads on Printer-Brother-MFC-11; print quality restored to normal. Time to resolve: 15 minutes.
INC1025631,Vlan configuration is intermittent,Nancy at Berlin Office (IP 192.168.130.58) experiencing intermittent drops in VLAN configuration every few minutes. Reported on 2024-10-12. Business impact: unable to access internal resources reliably.,Network,Network Operations,Replaced a faulty network cable and updated firmware on the access point serving VLAN configuration; connection now stable. Confirmed resolution with Nancy. Total time to resolve: 3 business days.
INC1025632,Telephony: no dial tone,Deborah at Austin Office reported that their phone desk phone has no dial tone and cannot make or receive calls. Reported on 2026-08-21.,Telephony,Telecom Support,Replaced faulty Ethernet cable providing PoE to the desk phone and confirmed dial tone restored. Time to resolve: 4 hours.
INC1025633,Salesforce is missing a feature after update,Ashley reported that Salesforce on macOS Ventura no longer displays a previously available menu option after the last update. This is impacting their ability to complete daily tasks. Issue started on 2025-10-25.,Software,Service Desk,Confirmed the feature was moved in the latest Salesforce update and guided the user to its new location; issue resolved via user education. User confirmed resolution. Time to resolve: 2 hours.
INC1025634,Telephony: no dial tone,Amanda at Singapore Office reported that their phone desk phone has no dial tone and cannot make or receive calls. Reported on 2026-08-05.,Telephony,Telecom Support,Replaced faulty Ethernet cable providing PoE to the desk phone and confirmed dial tone restored. Time to resolve: 1 business day.
INC1025635,Headset screen is flickering,"Carl at Singapore Office reported that their headset (asset tag AST-32063) display flickers intermittently, especially under load. Issue first observed on 2024-11-02. Requesting hardware support to resolve.",Hardware,Field Services,Reseated display cable and updated graphics driver on headset (asset AST-32063); flickering resolved. Verified with Carl that the issue is resolved. Estimated resolution time: 2 hours.
INC1025636,AWS Lambda function: decommission request,Ryan Powers requesting decommissioning of an unused AWS Lambda function to reduce costs. Submitted on 2026-06-20.,Cloud Services,Cloud Infrastructure,"Decommissioned the AWS Lambda function after confirming no active dependencies, and archived relevant data per policy. Time to resolve: 1 hour."
INC1025637,Email issue: emails going to spam,Rebecca reported that they are reports that emails sent to a specific external client are landing in the client's spam folder. First noticed on 2026-01-29.,Email,Email Administration,Reviewed SPF/DKIM/DMARC records and corrected a misconfigured SPF record; deliverability confirmed improved. Confirmed with Rebecca that the issue is resolved. Time to resolve: 2 hours.
INC1025638,ServiceNow won't save files,Wendy reported that ServiceNow on Windows 10 returns an error and fails to save documents to the shared drive. This is impacting their ability to complete daily tasks. Issue started on 2025-09-08.,Software,Application Support,Corrected file permissions on the shared drive and cleared local ServiceNow cache; file saving now works as expected. User confirmed resolution. Time to resolve: next business day.
INC1025639,LoggingDB password reset,David Harris DDS is unable to log in and has requested a password reset for LoggingDB. Request submitted on 2026-06-11 with approval workflow initiated.,Access Management,Identity & Access Management,Reset password for LoggingDB account and sent temporary credentials securely to the user; user confirmed successful login. Estimated resolution time: 1 business day.
INC1025640,Email issue: emails going to spam,Brittany reported that they are reports that emails sent to a specific external client are landing in the client's spam folder. First noticed on 2025-07-01.,Email,Service Desk,Reviewed SPF/DKIM/DMARC records and corrected a misconfigured SPF record; deliverability confirmed improved. Confirmed with Brittany that the issue is resolved. Time to resolve: 2 hours.
INC1025641,AWS S3 bucket: decommission request,Donna Hines requesting decommissioning of an unused AWS S3 bucket to reduce costs. Submitted on 2026-04-09.,Cloud Services,Application Support,"Decommissioned the AWS S3 bucket after confirming no active dependencies, and archived relevant data per policy. Time to resolve: 4 hours."
INC1025642,Failed multi-factor authentication reported by user,Hector reported a failed multi-factor authentication via the security hotline. Reported/detected on 2026-08-02.,Security,Security Operations,"Analyzed the reported failed multi-factor authentication, removed the associated malicious email from all mailboxes, and issued a security awareness reminder to staff. Incident closed after confirming no further malicious activity. Time to resolve: 3 business days."
INC1025643,Slack won't save files,Justin reported that Slack on macOS Sonoma returns an error and fails to save documents to the shared drive. This is impacting their ability to complete daily tasks. Issue started on 2025-10-17.,Software,Service Desk,Corrected file permissions on the shared drive and cleared local Slack cache; file saving now works as expected. User confirmed resolution. Time to resolve: 4 hours.
INC1025644,Printer-Xerox-WorkCentre-11: not printing,David reported that jobs sent to Printer-Xerox-WorkCentre-11 at Toronto Office are queued but never print. Issue reported on 2025-09-11.,Printing,Field Services,Restarted the print spooler service and reinstalled the driver for Printer-Xerox-WorkCentre-11; print jobs now complete successfully. Time to resolve: 4 hours.
INC1025645,Network switch is intermittent,Gabriel at Austin Office (IP 172.29.253.2) experiencing intermittent drops in network switch every few minutes. Reported on 2026-03-11. Business impact: unable to access internal resources reliably.,Network,Network Operations,Replaced a faulty network cable and updated firmware on the access point serving network switch; connection now stable. Confirmed resolution with Gabriel. Total time to resolve: 30 minutes.
INC1025646,Email issue: mailbox full,Cory reported that they are receiving a mailbox quota exceeded warning and cannot receive new emails. First noticed on 2024-11-25.,Email,Email Administration,Increased mailbox quota and assisted user in archiving older emails to a PST file; mailbox now within limits. Confirmed with Cory that the issue is resolved. Time to resolve: 1 business day.
INC1025647,Dns resolution connectivity is down,Levi at Singapore Office (IP 10.201.145.156) reports complete loss of connectivity affecting DNS resolution. Reported on 2025-06-09. Business impact: unable to access internal resources reliably.,Network,Network Operations,Identified a misconfigured route on the core switch affecting DNS resolution; corrected configuration and restored connectivity. Confirmed resolution with Levi. Total time to resolve: 30 minutes.
INC1025648,Microsoft Outlook account locked out,Nancy Johnson account is locked out after multiple failed login attempts to Microsoft Outlook. Request submitted on 2025-03-01 with approval workflow initiated.,Access Management,Service Desk,Verified user identity and unlocked the account for Microsoft Outlook; advised user to reset password via self-service portal. Estimated resolution time: 30 minutes.
INC1025649,AWS EC2 instance: provisioning request,Darren Campbell requesting provisioning of a new AWS EC2 instance for an upcoming project. Submitted on 2025-07-02.,Cloud Services,Application Support,Provisioned the requested AWS EC2 instance according to standard sizing guidelines and shared access details with Darren Campbell. Time to resolve: 30 minutes.
INC1025650,GCP Compute Engine instance: cost anomaly,Kelly Mitchell noticed an unexpected spike in billing associated with a GCP Compute Engine instance. Submitted on 2025-06-27.,Cloud Services,Cloud Infrastructure,"Identified an unintended auto-scaling misconfiguration on the GCP Compute Engine instance, corrected scaling rules, and confirmed costs normalized. Time to resolve: 15 minutes."
INC1025651,Jira won't install,Sandra reported that Jira on Windows 10 installation fails partway through with error code 0x7935A2. This is impacting their ability to complete daily tasks. Issue started on 2025-04-30.,Software,Application Support,"Downloaded latest installer package for Jira, ran as administrator, and completed a clean installation. User confirmed resolution. Time to resolve: 15 minutes."
INC1025652,AutoCAD access request,Steven Thomas requires access to AutoCAD to perform their job duties. Request submitted on 2025-05-14 with approval workflow initiated.,Access Management,Identity & Access Management,Access to AutoCAD was granted following manager approval from Jill Duffy; role-based permissions applied. Estimated resolution time: 1 business day.
INC1025653,Unauthorized access attempt detected,Security monitoring system flagged a unauthorized access attempt originating from IP 10.248.199.37 associated with Tammy's account. Reported/detected on 2026-01-10.,Security,Security Operations,"Investigated the unauthorized access attempt, confirmed it was a false positive triggered by a new device login, and whitelisted the device after verification. Incident closed after confirming no further malicious activity. Time to resolve: 3 business days."
INC1025654,Printer-Xerox-WorkCentre-4: not printing,Travis reported that jobs sent to Printer-Xerox-WorkCentre-4 at Remote - Home Office are queued but never print. Issue reported on 2026-07-12.,Printing,Desktop Support,Restarted the print spooler service and reinstalled the driver for Printer-Xerox-WorkCentre-4; print jobs now complete successfully. Time to resolve: 15 minutes.
INC1025655,BillingDB access revocation,Sophia Andrade has changed roles and no longer requires access to BillingDB. Request submitted on 2026-02-03 with approval workflow initiated.,Access Management,Service Desk,Revoked BillingDB access in accordance with least-privilege policy and updated access records. Estimated resolution time: 3 business days.
INC1025656,Printer-Canon-imageRUNNER-1: paper jam,Damon reported that Printer-Canon-imageRUNNER-1 at Berlin Office has a persistent paper jam that cannot be cleared by the user. Issue reported on 2025-12-22.,Printing,Field Services,Technician cleared a torn paper fragment from the internal rollers of Printer-Canon-imageRUNNER-1 and ran a test print successfully. Time to resolve: 3 business days.
INC1025657,SalesReportingDB access request to database,Destiny Gutierrez requires read access to SalesReportingDB for a reporting project. Reported on 2025-05-10. Impact assessed as affecting downstream reporting.,Database,Database Administration,Granted read-only access to SalesReportingDB following DBA and data owner approval. Time to resolve: next business day.
INC1025658,Wi-fi connectivity speed is degraded,Pamela at Singapore Office (IP 172.22.145.93) reports significantly slower than normal speeds on Wi-Fi connectivity. Reported on 2026-07-19. Business impact: unable to access internal resources reliably.,Network,Network Operations,Identified bandwidth saturation from a background process and applied QoS policy to prioritize Wi-Fi connectivity; speeds restored to normal. Confirmed resolution with Pamela. Total time to resolve: 15 minutes.
INC1025659,Unauthorized access attempt - confirmed,Security team confirmed a genuine unauthorized access attempt involving Richard's account from IP 192.168.97.130. Reported/detected on 2025-07-14.,Security,Security Operations,"Contained the unauthorized access attempt by disabling the affected account temporarily, forcing a password reset, and enabling MFA; account restored after verification. Incident closed after confirming no further malicious activity. Time to resolve: next business day."
INC1025660,Telephony: call quality issues,Daniel at New York HQ reported that their phone reports frequent call drops and static during calls. Reported on 2025-09-27.,Telephony,Desktop Support,Identified network congestion on the VoIP VLAN and applied QoS prioritization; call quality confirmed improved. Time to resolve: next business day.
INC1025661,Workday won't install,Joy reported that Workday on Windows 11 installation fails partway through with error code 0x3FE936. This is impacting their ability to complete daily tasks. Issue started on 2025-09-04.,Software,Service Desk,"Downloaded latest installer package for Workday, ran as administrator, and completed a clean installation. User confirmed resolution. Time to resolve: 3 business days."
INC1025662,Network printer is intermittent,Emily at New York HQ (IP 10.40.251.142) experiencing intermittent drops in network printer every few minutes. Reported on 2025-05-14. Business impact: unable to access internal resources reliably.,Network,Infrastructure Team,Replaced a faulty network cable and updated firmware on the access point serving network printer; connection now stable. Confirmed resolution with Emily. Total time to resolve: 1 business day.
INC1025663,CustomerDataWarehouse access request to database,Thomas Stevenson requires read access to CustomerDataWarehouse for a reporting project. Reported on 2024-11-06. Impact assessed as affecting downstream reporting.,Database,Database Administration,Granted read-only access to CustomerDataWarehouse following DBA and data owner approval. Time to resolve: 30 minutes.
INC1025664,Telephony: no dial tone,David at Singapore Office reported that their phone desk phone has no dial tone and cannot make or receive calls. Reported on 2026-05-02.,Telephony,Desktop Support,Replaced faulty Ethernet cable providing PoE to the desk phone and confirmed dial tone restored. Time to resolve: 15 minutes.
INC1025665,Printer-HP-LaserJet-18: poor print quality,Dwayne reported that documents printed on Printer-HP-LaserJet-18 at Bengaluru Office show faded or streaked output. Issue reported on 2026-01-28.,Printing,Field Services,Replaced toner cartridge and cleaned print heads on Printer-HP-LaserJet-18; print quality restored to normal. Time to resolve: next business day.
INC1025666,GCP Cloud Storage bucket: decommission request,Carmen Scott requesting decommissioning of an unused GCP Cloud Storage bucket to reduce costs. Submitted on 2025-08-31.,Cloud Services,Application Support,"Decommissioned the GCP Cloud Storage bucket after confirming no active dependencies, and archived relevant data per policy. Time to resolve: 4 hours."
INC1025667,Ransomware alert reported by user,Deborah reported a ransomware alert via the security hotline. Reported/detected on 2026-08-19.,Security,Security Operations,"Analyzed the reported ransomware alert, removed the associated malicious email from all mailboxes, and issued a security awareness reminder to staff. Incident closed after confirming no further malicious activity. Time to resolve: next business day."
INC1025668,Email issue: emails going to spam,Alexander reported that they are reports that emails sent to a specific external client are landing in the client's spam folder. First noticed on 2026-04-20.,Email,Service Desk,Reviewed SPF/DKIM/DMARC records and corrected a misconfigured SPF record; deliverability confirmed improved. Confirmed with Alexander that the issue is resolved. Time to resolve: 3 business days.
INC1025669,AnalyticsDB data discrepancy,Jerry Tucker noticed inconsistent record counts between AnalyticsDB and the reporting dashboard. Reported on 2024-10-08. Impact assessed as affecting downstream reporting.,Database,Database Administration,Traced the discrepancy to a failed ETL job for AnalyticsDB and re-ran the job successfully; data now reconciled. Time to resolve: 3 business days.
INC1025670,Email issue: emails going to spam,Nathaniel reported that they are reports that emails sent to a specific external client are landing in the client's spam folder. First noticed on 2026-01-17.,Email,Email Administration,Reviewed SPF/DKIM/DMARC records and corrected a misconfigured SPF record; deliverability confirmed improved. Confirmed with Nathaniel that the issue is resolved. Time to resolve: 15 minutes.
INC1025671,Azure VM: decommission request,Joan Wilson requesting decommissioning of an unused Azure VM to reduce costs. Submitted on 2025-02-18.,Cloud Services,Cloud Infrastructure,"Decommissioned the Azure VM after confirming no active dependencies, and archived relevant data per policy. Time to resolve: 1 hour."
INC1025672,Microsoft Teams crashes on startup,Sarah reported that Microsoft Teams on Ubuntu 22.04 crashes immediately with error code 0x8728E5 every time it is launched. This is impacting their ability to complete daily tasks. Issue started on 2026-04-22.,Software,Service Desk,Cleared corrupted application cache and reinstalled Microsoft Teams on Ubuntu 22.04; application now launches without errors. User confirmed resolution. Time to resolve: 1 business day.
INC1025673,Citrix Workspace won't save files,Rebecca reported that Citrix Workspace on Ubuntu 22.04 returns an error and fails to save documents to the shared drive. This is impacting their ability to complete daily tasks. Issue started on 2025-07-29.,Software,Service Desk,Corrected file permissions on the shared drive and cleared local Citrix Workspace cache; file saving now works as expected. User confirmed resolution. Time to resolve: 15 minutes.
INC1025674,VPN Client crashes on startup,Judy reported that VPN Client on macOS Sonoma crashes immediately with error code 0xEFA43C every time it is launched. This is impacting their ability to complete daily tasks. Issue started on 2026-07-22.,Software,Application Support,Cleared corrupted application cache and reinstalled VPN Client on macOS Sonoma; application now launches without errors. User confirmed resolution. Time to resolve: 2 hours.
INC1025675,Email issue: distribution list issue,Carlos reported that they are is not receiving emails sent to a distribution list they should be a member of. First noticed on 2025-12-04.,Email,Email Administration,Added user to the correct distribution list and verified group membership synced correctly. Confirmed with Carlos that the issue is resolved. Time to resolve: 2 hours.
INC1025676,Printer-HP-LaserJet-6: not printing,Christopher reported that jobs sent to Printer-HP-LaserJet-6 at Berlin Office are queued but never print. Issue reported on 2024-12-20.,Printing,Desktop Support,Restarted the print spooler service and reinstalled the driver for Printer-HP-LaserJet-6; print jobs now complete successfully. Time to resolve: 1 business day.
